tequ_user_id;test_id;test_round;image_id;image_isic_id;tequ_no;tequ_correct;answer;manage;image_diag_id;tequ_mode_id;expected_accuracy_2pl;ability_2pl;age;yob;profession;gender
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;240316;ISIC_0598387;11;0;VASC;manage_monitor;MEL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;240316;ISIC_0598387;12;1;MEL;manage_biopsy;MEL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;240130;ISIC_6141356;13;1;NV;manage_dismiss;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;240130;ISIC_6141356;14;1;NV;manage_monitor;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;243589;ISIC_5242239;15;1;NV;manage_monitor;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;243589;ISIC_5242239;16;1;NV;manage_monitor;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;244307;ISIC_0381744;17;0;NV;manage_monitor;AKIEC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;244307;ISIC_0381744;18;0;VASC;manage_monitor;AKIEC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;241807;ISIC_3088055;19;0;VASC;manage_monitor;BCC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;241807;ISIC_3088055;20;1;BCC;manage_monitor;BCC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;244674;ISIC_8981897;21;1;DF;manage_monitor;DF;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;244674;ISIC_8981897;22;1;DF;manage_monitor;DF;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;242776;ISIC_4757362;23;1;NV;manage_monitor;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;242776;ISIC_4757362;24;1;NV;manage_monitor;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;242677;ISIC_6137075;25;0;DF;manage_monitor;INF;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;242677;ISIC_6137075;26;0;BCC;manage_monitor;INF;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;242762;ISIC_8791057;27;1;VASC;manage_monitor;VASC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;242762;ISIC_8791057;28;0;AKIEC;manage_monitor;VASC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;241017;ISIC_6161217;29;0;VASC;manage_dismiss;SCCKA;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;a1dd0e2aa353b1a15111f77101f30670c49e7f05;1;241017;ISIC_6161217;30;0;AKIEC;manage_biopsy;SCCKA;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;240979;ISIC_4763505;1;1;BCC;manage_biopsy;BCC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;240979;ISIC_4763505;2;0;AKIEC;manage_localtherapy;BCC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243102;ISIC_0368554;3;1;BCC;manage_biopsy;BCC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243102;ISIC_0368554;4;1;BCC;manage_biopsy;BCC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243299;ISIC_7436110;5;1;NV;manage_monitor;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243299;ISIC_7436110;6;1;NV;manage_monitor;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243934;ISIC_3688805;7;1;BCC;manage_biopsy;BCC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243934;ISIC_3688805;8;1;BCC;manage_biopsy;BCC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;242857;ISIC_2128070;9;0;BCC;manage_biopsy;SCCKA;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;242857;ISIC_2128070;10;0;BCC;manage_biopsy;SCCKA;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243013;ISIC_8858676;11;1;BKL;manage_dismiss;BKL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243013;ISIC_8858676;12;1;BKL;manage_dismiss;BKL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;244306;ISIC_3570541;13;1;VASC;manage_dismiss;VASC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;244306;ISIC_3570541;14;1;VASC;manage_dismiss;VASC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243674;ISIC_0303344;15;1;MEL;manage_biopsy;MEL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243674;ISIC_0303344;16;1;MEL;manage_biopsy;MEL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;244686;ISIC_2515838;17;1;OTHER_BENIGN;manage_biopsy;OTHER_BENIGN;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;244686;ISIC_2515838;18;1;OTHER_BENIGN;manage_biopsy;OTHER_BENIGN;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;242029;ISIC_8120902;19;1;AKIEC;manage_biopsy;AKIEC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;242029;ISIC_8120902;20;1;AKIEC;manage_biopsy;AKIEC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;240827;ISIC_5461210;21;1;MEL;manage_biopsy;MEL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;240827;ISIC_5461210;22;1;MEL;manage_biopsy;MEL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243718;ISIC_7302180;23;1;NV;manage_monitor;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243718;ISIC_7302180;24;1;NV;manage_monitor;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;244719;ISIC_0290183;25;1;NV;manage_monitor;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;244719;ISIC_0290183;26;1;NV;manage_monitor;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243889;ISIC_6488682;27;0;BCC;manage_biopsy;BKL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;243889;ISIC_6488682;28;0;BCC;manage_biopsy;BKL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;241095;ISIC_9157592;29;0;BCC;manage_biopsy;DF;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;d41d024b1eb2faf895abfbd586beba553db30798;2;241095;ISIC_9157592;30;0;AKIEC;manage_biopsy;DF;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;243774;ISIC_8508207;1;1;BKL;manage_dismiss;BKL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;243774;ISIC_8508207;2;1;BKL;manage_dismiss;BKL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241768;ISIC_4478363;3;1;MEL;manage_biopsy;MEL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241768;ISIC_4478363;4;1;MEL;manage_biopsy;MEL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;242863;ISIC_8042747;5;1;BCC;manage_biopsy;BCC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;242863;ISIC_8042747;6;1;BCC;manage_biopsy;BCC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;244420;ISIC_0311944;7;0;OTHER_BENIGN;manage_dismiss;INF;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;244420;ISIC_0311944;8;0;OTHER_BENIGN;manage_dismiss;INF;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;244070;ISIC_8040056;9;1;NV;manage_dismiss;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;244070;ISIC_8040056;10;1;NV;manage_dismiss;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241255;ISIC_0350747;11;1;NV;manage_dismiss;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241255;ISIC_0350747;12;1;NV;manage_dismiss;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241596;ISIC_1996485;13;1;VASC;manage_dismiss;VASC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241596;ISIC_1996485;14;1;VASC;manage_biopsy;VASC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241826;ISIC_9442868;15;0;BKL;manage_monitor;AKIEC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241826;ISIC_9442868;16;0;BKL;manage_monitor;AKIEC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;242070;ISIC_6070426;17;0;INF;manage_dismiss;DF;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;242070;ISIC_6070426;18;0;INF;manage_monitor;DF;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241643;ISIC_5513367;19;1;MEL;manage_biopsy;MEL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241643;ISIC_5513367;20;1;MEL;manage_biopsy;MEL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241813;ISIC_9002119;21;1;BCC;manage_biopsy;BCC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241813;ISIC_9002119;22;1;BCC;manage_biopsy;BCC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;244015;ISIC_7034620;23;1;BCC;manage_biopsy;BCC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;244015;ISIC_7034620;24;1;BCC;manage_biopsy;BCC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241771;ISIC_8604662;25;0;AKIEC;manage_localtherapy;SCCKA;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;241771;ISIC_8604662;26;0;AKIEC;manage_biopsy;SCCKA;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;243321;ISIC_8319384;27;0;SCCKA;manage_biopsy;BKL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;243321;ISIC_8319384;28;0;SCCKA;manage_biopsy;BKL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;244879;ISIC_7340333;29;0;BCC;manage_biopsy;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;7fb039c220941b15cab47678f60403cc0d0733db;3;244879;ISIC_7340333;30;1;NV;manage_dismiss;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241588;ISIC_8912166;1;1;MEL;manage_biopsy;MEL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241588;ISIC_8912166;2;1;MEL;manage_biopsy;MEL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;243017;ISIC_2205902;3;1;NV;manage_dismiss;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;243017;ISIC_2205902;4;1;NV;manage_dismiss;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;240452;ISIC_5587236;5;1;NV;manage_monitor;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;240452;ISIC_5587236;6;1;NV;manage_monitor;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241827;ISIC_6171588;7;1;BCC;manage_biopsy;BCC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241827;ISIC_6171588;8;1;BCC;manage_biopsy;BCC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241463;ISIC_8616033;9;0;OTHER_BENIGN;manage_dismiss;MEL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241463;ISIC_8616033;10;0;OTHER_BENIGN;manage_dismiss;MEL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241004;ISIC_1708907;11;1;VASC;manage_dismiss;VASC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241004;ISIC_1708907;12;1;VASC;manage_dismiss;VASC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241921;ISIC_3788562;13;1;BCC;manage_biopsy;BCC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241921;ISIC_3788562;14;1;BCC;manage_biopsy;BCC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;242230;ISIC_1266614;15;1;AKIEC;manage_biopsy;AKIEC;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;242230;ISIC_1266614;16;1;AKIEC;manage_biopsy;AKIEC;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;243191;ISIC_2510819;17;0;AKIEC;manage_biopsy;SCCKA;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;243191;ISIC_2510819;18;0;AKIEC;manage_biopsy;SCCKA;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241652;ISIC_7896796;19;1;BKL;manage_dismiss;BKL;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241652;ISIC_7896796;20;1;BKL;manage_dismiss;BKL;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241472;ISIC_6353654;21;1;NV;manage_monitor;NV;radio_radio_management47;0,822346603;expert;;;boardCertifiedDermatologist;
45accf0ad769f505b9f19ea5e27410b6c4c45356;44f8eeeec1b6e6a3001ef51b7d940ea96545eae2;4;241472;ISIC_6353654;22;1;NV;manage_monitor;NV;radio_radio_management47_help;0,822346603;expert;;;boardCertifiedDermatologist;
