reader_id,reader_expertise,test_session_id,round_number,question_number,test_mode,has_ai_assistance,image_id,isic_id,true_diagnosis,reader_diagnosis,is_correct,is_correct_numeric,clinical_decision,is_completed,expected_accuracy_2pl,age,yob,profession,gender
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,8,without_ai,False,9640807,DEMO_9640807,BCC,BCC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,8,with_ai,True,9640807,DEMO_9640807,BCC,BCC,True,1.0,local_therapy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,9,without_ai,False,6676609,DEMO_6676609,INF,BKL,False,0.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,9,with_ai,True,6676609,DEMO_6676609,INF,INF,True,1.0,local_therapy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,10,without_ai,False,1055582,DEMO_1055582,BCC,BCC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,10,with_ai,True,1055582,DEMO_1055582,BCC,BCC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,11,without_ai,False,6468959,DEMO_6468959,DF,INF,False,0.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,11,with_ai,True,6468959,DEMO_6468959,DF,DF,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,12,without_ai,False,7231527,DEMO_7231527,BCC,BCC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,12,with_ai,True,7231527,DEMO_7231527,BCC,DF,False,0.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,13,without_ai,False,957226,DEMO_0957226,BCC,BCC,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,13,with_ai,True,957226,DEMO_0957226,BCC,BCC,True,1.0,local_therapy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,14,without_ai,False,9300967,DEMO_9300967,NV,NV,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,14,with_ai,True,9300967,DEMO_9300967,NV,MEL,False,0.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,15,without_ai,False,2561559,DEMO_2561559,DF,DF,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3657d6ea0d338768da62543e3a0855087be2c485,1,15,with_ai,True,2561559,DEMO_2561559,DF,DF,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,1,without_ai,False,5561252,DEMO_5561252,NV,NV,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,1,with_ai,True,5561252,DEMO_5561252,NV,NV,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,2,without_ai,False,8475884,DEMO_8475884,DF,DF,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,2,with_ai,True,8475884,DEMO_8475884,DF,DF,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,3,without_ai,False,988199,DEMO_0988199,MEL,MEL,True,1.0,local_therapy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,3,with_ai,True,988199,DEMO_0988199,MEL,MEL,True,1.0,local_therapy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,4,without_ai,False,9019805,DEMO_9019805,AKIEC,AKIEC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,4,with_ai,True,9019805,DEMO_9019805,AKIEC,AKIEC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,5,without_ai,False,9947984,DEMO_9947984,NV,OTHER_BENIGN,False,0.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,5,with_ai,True,9947984,DEMO_9947984,NV,SCCKA,False,0.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,6,without_ai,False,9127207,DEMO_9127207,NV,NV,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,6,with_ai,True,9127207,DEMO_9127207,NV,NV,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,7,without_ai,False,2218387,DEMO_2218387,NV,NV,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,7,with_ai,True,2218387,DEMO_2218387,NV,NV,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,8,without_ai,False,2419762,DEMO_2419762,AKIEC,AKIEC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,8,with_ai,True,2419762,DEMO_2419762,AKIEC,AKIEC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,9,without_ai,False,848963,DEMO_0848963,NV,NV,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,9,with_ai,True,848963,DEMO_0848963,NV,NV,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,10,without_ai,False,9381015,DEMO_9381015,NV,NV,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,10,with_ai,True,9381015,DEMO_9381015,NV,NV,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,11,without_ai,False,9909141,DEMO_9909141,BKL,BKL,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,11,with_ai,True,9909141,DEMO_9909141,BKL,BKL,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,12,without_ai,False,2425047,DEMO_2425047,MEL,MEL,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,12,with_ai,True,2425047,DEMO_2425047,MEL,MEL,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,13,without_ai,False,7419097,DEMO_7419097,NV,BKL,False,0.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,13,with_ai,True,7419097,DEMO_7419097,NV,NV,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,14,without_ai,False,3671070,DEMO_3671070,NV,NV,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,14,with_ai,True,3671070,DEMO_3671070,NV,NV,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,15,without_ai,False,3635089,DEMO_3635089,AKIEC,AKIEC,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,3048b33eda071019b636d6921a47d2c5727623ad,2,15,with_ai,True,3635089,DEMO_3635089,AKIEC,AKIEC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,1,without_ai,False,7343752,DEMO_7343752,DF,DF,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,1,with_ai,True,7343752,DEMO_7343752,DF,DF,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,2,without_ai,False,9999432,DEMO_9999432,VASC,BKL,False,0.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,2,with_ai,True,9999432,DEMO_9999432,VASC,VASC,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,3,without_ai,False,9423677,DEMO_9423677,NV,AKIEC,False,0.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,3,with_ai,True,9423677,DEMO_9423677,NV,NV,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,4,without_ai,False,7036989,DEMO_7036989,BCC,NV,False,0.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,4,with_ai,True,7036989,DEMO_7036989,BCC,BCC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,5,without_ai,False,3167364,DEMO_3167364,SCCKA,SCCKA,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,5,with_ai,True,3167364,DEMO_3167364,SCCKA,SCCKA,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,6,without_ai,False,8818739,DEMO_8818739,BCC,BCC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,6,with_ai,True,8818739,DEMO_8818739,BCC,BCC,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,7,without_ai,False,9107526,DEMO_9107526,NV,NV,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,7,with_ai,True,9107526,DEMO_9107526,NV,VASC,False,0.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,8,without_ai,False,2062404,DEMO_2062404,DF,NV,False,0.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,8,with_ai,True,2062404,DEMO_2062404,DF,DF,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,9,without_ai,False,4051563,DEMO_4051563,BKL,BKL,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,9,with_ai,True,4051563,DEMO_4051563,BKL,OTHER_BENIGN,False,0.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,10,without_ai,False,2036303,DEMO_2036303,OTHER_BENIGN,OTHER_BENIGN,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,10,with_ai,True,2036303,DEMO_2036303,OTHER_BENIGN,OTHER_BENIGN,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,11,without_ai,False,1294268,DEMO_1294268,BKL,BKL,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,11,with_ai,True,1294268,DEMO_1294268,BKL,BKL,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,12,without_ai,False,6961073,DEMO_6961073,NV,AKIEC,False,0.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,12,with_ai,True,6961073,DEMO_6961073,NV,NV,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,13,without_ai,False,7903150,DEMO_7903150,NV,NV,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,13,with_ai,True,7903150,DEMO_7903150,NV,NV,True,1.0,biopsy,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,14,without_ai,False,8277164,DEMO_8277164,VASC,AKIEC,False,0.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,14,with_ai,True,8277164,DEMO_8277164,VASC,VASC,True,1.0,monitor,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,15,without_ai,False,7372337,DEMO_7372337,NV,NV,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
34e08755e2d79eecb10f14c167f45c855c397389,expert,b9ea3d19a9c7b85bdce57df3079f6c41da9afebe,3,15,with_ai,True,7372337,DEMO_7372337,NV,NV,True,1.0,dismiss,True,0.7864135128246947,,,medicalSpecialist,Male
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,1,without_ai,False,7533618,DEMO_7533618,BCC,BCC,True,1.0,monitor,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,1,with_ai,True,7533618,DEMO_7533618,BCC,BCC,True,1.0,biopsy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,2,without_ai,False,2595464,DEMO_2595464,NV,DF,False,0.0,dismiss,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,2,with_ai,True,2595464,DEMO_2595464,NV,NV,True,1.0,dismiss,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,3,without_ai,False,4025362,DEMO_4025362,MEL,MEL,True,1.0,local_therapy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,3,with_ai,True,4025362,DEMO_4025362,MEL,MEL,True,1.0,biopsy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,4,without_ai,False,8412312,DEMO_8412312,BKL,BKL,True,1.0,monitor,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,4,with_ai,True,8412312,DEMO_8412312,BKL,BKL,True,1.0,monitor,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,5,without_ai,False,8240065,DEMO_8240065,NV,NV,True,1.0,dismiss,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,5,with_ai,True,8240065,DEMO_8240065,NV,MEL,False,0.0,local_therapy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,6,without_ai,False,6663820,DEMO_6663820,SCCKA,SCCKA,True,1.0,local_therapy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,6,with_ai,True,6663820,DEMO_6663820,SCCKA,SCCKA,True,1.0,biopsy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,7,without_ai,False,8892239,DEMO_8892239,SCCKA,SCCKA,True,1.0,local_therapy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,7,with_ai,True,8892239,DEMO_8892239,SCCKA,SCCKA,True,1.0,local_therapy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,8,without_ai,False,5089648,DEMO_5089648,SCCKA,SCCKA,True,1.0,biopsy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,8,with_ai,True,5089648,DEMO_5089648,SCCKA,SCCKA,True,1.0,biopsy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,9,without_ai,False,8026419,DEMO_8026419,MEL,MEL,True,1.0,biopsy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,9,with_ai,True,8026419,DEMO_8026419,MEL,MEL,True,1.0,local_therapy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,10,without_ai,False,3004952,DEMO_3004952,INF,INF,True,1.0,local_therapy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,10,with_ai,True,3004952,DEMO_3004952,INF,VASC,False,0.0,local_therapy,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
d16bfc29a8feaf31c10aa6f0b3b219081f83d284,expert,61cbd282030aaae2828a3121a47c94d607b0ddcf,1,11,without_ai,False,8772615,DEMO_8772615,MEL,MEL,True,1.0,monitor,True,0.8675349008593516,,,boardCertifiedDermatologist,Female
